#01/02/2015 Friday   Dals Development Computer
*13:23:26 s  1 badgeli.php->MakeGif> Image Successfully made for UserID= .
*13:23:26 s  1 badgeli.php->MakeGif> Image Successfully made for UserID= .
*13:23:26 s  1 badgeli.php->MakeGif> Image Successfully made for UserID= .
*13:23:26 s  1 badgeli.php->MakeGif> Image Successfully made for UserID= .
*13:23:26 s  1 badgeli.php->MakeGif> Image Successfully made for UserID= .
*13:23:26 s  1 badgeli.php->MakeGif> Image Successfully made for UserID= .
*13:23:26 s  1 badgeli.php->MakeGif> Image Successfully made for UserID= .
*13:23:26 s  1 badgeli.php->MakeGif> Image Successfully made for UserID= .
*13:23:26 s  1 badgeli.php->MakeGif> Image Successfully made for UserID= .
*13:23:26 s  1 badgeli.php->MakeGif> Image Successfully made for UserID= .
*13:23:26 s  1 badgeli.php->MakeGif> Image Successfully made for UserID= .
*13:23:27 s  1 badgeli.php->MakeGif> Image Successfully made for UserID= .
*13:23:27 s  1 badges_showall.php->MakeAllBadges> All gif images made!
+> Images Made: 51, Members without BadgeIDs: 0, Failures: 6. (See sys log!)
*13:24:00 p  1 admin.php>  
*13:24:02 p  1 admin_showlog.php>  
*13:27:39 p  1 badges.php>  
*13:27:39 p  1 badges_showall.php>  
*13:27:41 p  1 badges_makegif.php>  
*13:27:43 p  1 badges_showall.php>  
*13:27:43 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A001.
*13:27:43 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A002.
*13:27:43 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A003.
*13:27:43 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A004.
*13:27:43 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A005.
*13:27:43 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A006.
*13:27:43 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A007.
*13:27:43 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A008.
*13:27:43 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A009.
*13:27:43 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A010.
*13:27:43 e  1 badgeli.php->MakeGif> PicID not given.
*13:27:43 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A012.
*13:27:43 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A013.
*13:27:43 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A014.
*13:27:44 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A015.
*13:27:44 e  1 badgeli.php->MakeGif> PicID not given.
*13:27:44 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A017.
*13:27:44 e  1 badgeli.php->MakeGif> PicID not given.
*13:27:44 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A019.
*13:27:44 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A020.
*13:27:44 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A021.
*13:27:44 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A022.
*13:27:44 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A023.
*13:27:44 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A024.
*13:27:44 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A025.
*13:27:44 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A026.
*13:27:44 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A027.
*13:27:44 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A028.
*13:27:44 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A029.
*13:27:44 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A030.
*13:27:44 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A031.
*13:27:44 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A032.
*13:27:45 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A033.
*13:27:45 e  1 badgeli.php->MakeGif> PicID not given.
*13:27:45 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A035.
*13:27:45 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A036.
*13:27:45 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A037.
*13:27:45 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A038.
*13:27:45 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A039.
*13:27:45 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A040.
*13:27:45 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A041.
*13:27:45 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A042.
*13:27:45 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A043.
*13:27:45 e  1 badgeli.php->MakeGif> PicID not given.
*13:27:45 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A045.
*13:27:45 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A046.
*13:27:45 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A047.
*13:27:45 e  1 badgeli.php->MakeGif> PicID not given.
*13:27:45 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A049.
*13:27:45 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A050.
*13:27:45 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A051.
*13:27:45 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A052.
*13:27:46 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A053.
*13:27:46 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A054.
*13:27:46 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A055.
*13:27:46 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A056.
*13:27:46 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A057.
*13:27:46 s  1 badges_showall.php->MakeAllBadges> All gif images made!
+> Images Made: 51, Members without BadgeIDs: 0, Failures: 6. (See sys log!)
*13:27:49 p  1 admin.php>  
*13:27:50 p  1 admin_showlog.php>  
*13:31:37 p  1 badges.php>  
*13:31:37 p  1 badges_showall.php>  
*13:31:38 p  1 badges_makegif.php>  
*13:31:40 p  1 badges_showall.php>  
*13:31:40 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A001.
*13:31:40 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A002.
*13:31:40 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A003.
*13:31:40 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A004.
*13:31:40 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A005.
*13:31:40 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A006.
*13:31:40 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A007.
*13:31:40 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A008.
*13:31:40 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A009.
*13:31:40 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A010.
*13:31:40 e  1 badgeli.php->MakeGif> PicID not given. for UserID = 0
*13:31:40 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A012.
*13:31:40 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A013.
*13:31:41 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A014.
*13:31:41 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A015.
*13:31:41 e  1 badgeli.php->MakeGif> PicID not given. for UserID = 0
*13:31:41 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A017.
*13:31:41 e  1 badgeli.php->MakeGif> PicID not given. for UserID = 0
*13:31:41 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A019.
*13:31:41 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A020.
*13:31:41 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A021.
*13:31:41 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A022.
*13:31:41 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A023.
*13:31:41 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A024.
*13:31:41 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A025.
*13:31:41 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A026.
*13:31:41 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A027.
*13:31:41 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A028.
*13:31:41 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A029.
*13:31:41 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A030.
*13:31:41 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A031.
*13:31:41 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A032.
*13:31:42 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A033.
*13:31:42 e  1 badgeli.php->MakeGif> PicID not given. for UserID = 0
*13:31:42 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A035.
*13:31:42 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A036.
*13:31:42 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A037.
*13:31:42 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A038.
*13:31:42 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A039.
*13:31:42 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A040.
*13:31:42 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A041.
*13:31:42 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A042.
*13:31:42 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A043.
*13:31:42 e  1 badgeli.php->MakeGif> PicID not given. for UserID = 0
*13:31:42 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A045.
*13:31:42 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A046.
*13:31:42 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A047.
*13:31:42 e  1 badgeli.php->MakeGif> PicID not given. for UserID = 0
*13:31:42 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A049.
*13:31:42 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A050.
*13:31:42 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A051.
*13:31:43 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A052.
*13:31:43 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A053.
*13:31:43 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A054.
*13:31:43 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A055.
*13:31:43 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A056.
*13:31:43 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A057.
*13:31:43 s  1 badges_showall.php->MakeAllBadges> All gif images made!
+> Images Made: 51, Members without BadgeIDs: 0, Failures: 6. (See sys log!)
*13:31:46 p  1 admin.php>  
*13:31:47 p  1 admin_showlog.php>  
*13:33:28 p  1 badges.php>  
*13:33:28 p  1 badges_showall.php>  
*13:33:30 p  1 badges_makegif.php>  
*13:33:32 p  1 badges_showall.php>  
*13:33:32 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A001.
*13:33:32 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A002.
*13:33:32 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A003.
*13:33:32 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A004.
*13:33:32 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A005.
*13:33:32 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A006.
*13:33:32 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A007.
*13:33:32 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A008.
*13:33:32 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A009.
*13:33:32 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A010.
*13:33:32 e  1 badgeli.php->MakeGif> PicID not given for UserID = 11
*13:33:32 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A012.
*13:33:32 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A013.
*13:33:32 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A014.
*13:33:32 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A015.
*13:33:32 e  1 badgeli.php->MakeGif> PicID not given for UserID = 16
*13:33:32 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A017.
*13:33:32 e  1 badgeli.php->MakeGif> PicID not given for UserID = 18
*13:33:33 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A019.
*13:33:33 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A020.
*13:33:33 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A021.
*13:33:33 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A022.
*13:33:33 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A023.
*13:33:33 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A024.
*13:33:33 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A025.
*13:33:33 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A026.
*13:33:33 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A027.
*13:33:33 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A028.
*13:33:33 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A029.
*13:33:33 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A030.
*13:33:33 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A031.
*13:33:33 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A032.
*13:33:33 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A033.
*13:33:33 e  1 badgeli.php->MakeGif> PicID not given for UserID = 34
*13:33:33 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A035.
*13:33:33 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A036.
*13:33:34 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A037.
*13:33:34 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A038.
*13:33:34 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A039.
*13:33:34 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A040.
*13:33:34 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A041.
*13:33:34 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A042.
*13:33:34 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A043.
*13:33:34 e  1 badgeli.php->MakeGif> PicID not given for UserID = 44
*13:33:34 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A045.
*13:33:34 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A046.
*13:33:34 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A047.
*13:33:34 e  1 badgeli.php->MakeGif> PicID not given for UserID = 48
*13:33:34 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A049.
*13:33:34 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A050.
*13:33:34 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A051.
*13:33:34 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A052.
*13:33:34 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A053.
*13:33:34 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A054.
*13:33:35 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A055.
*13:33:35 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A056.
*13:33:35 s  1 badgeli.php->MakeGif> Image Successfully made for BadgeID= A057.
*13:33:35 s  1 badges_showall.php->MakeAllBadges> All gif images made!
+> Images Made: 51, Members without BadgeIDs: 0, Failures: 6. (See sys log!)
*13:33:37 p  1 admin.php>  
*13:33:38 p  1 admin_showlog.php>  
*21:16:50 p  1 badges.php>  
*21:16:50 p  1 badges_showall.php>  
*21:16:53 p  1 members.php>  
*21:16:53 p  1 members_listpics.php>  
*21:29:35 p  1 admin.php>  
*21:29:37 p  1 members.php>  
*21:29:37 p  1 members_listpics.php>  
*21:29:38 p  1 members_bulkpics.php>  
*21:31:08 p  1 members_bulkpics.php>  
*22:13:53 p  1 members_bulkpics.php>  
*22:13:55 p  1 members_bulkpics.php>  
*22:14:15 p  1 members_bulkpics.php>  
*22:15:01 p  1 members_bulkpics.php>  
*22:15:03 s  1 members_bulkpics.php->ProcessBulkPics> 42 pictures imported. 0 failures. 60 lines processed.
*22:16:07 p  1 members_bulkpics.php>  
*22:16:10 p  1 members.php>  
*22:16:10 p  1 members_listpics.php>  
*22:16:12 p  1 members_bulkpics.php>  
*22:16:17 p  1 members_bulkpics.php>  
*22:16:20 s  1 members_bulkpics.php->ProcessBulkPics> 42 pictures imported. 0 failures. 60 lines processed.
*22:18:06 p  1 members_bulkpics.php>  
*22:18:13 p  1 members_bulkpics.php>  
*22:18:14 s  1 members_bulkpics.php->ProcessBulkPics> 42 pictures imported. 0 failures. 60 lines processed.
*22:47:51 p  1 admin.php>  
*22:47:53 p  1 members.php>  
*22:47:53 p  1 members_listpics.php>  
*22:47:55 p  1 members_bulkpics.php>  
*22:57:35 p  1 members_bulkpics.php>  
*22:57:37 s  1 piclib.php->StorePicture> Pic ID 53 Successfully Stored on server. (Elp=1216.90 ms.)
*22:57:37 s  1 piclib.php->StoreUserPic> User Picture Successfully Stored. PicID= 53, UserID = 2
*22:57:39 s  1 piclib.php->StorePicture> Pic ID 54 Successfully Stored on server. (Elp=1227.45 ms.)
*22:57:40 s  1 piclib.php->StoreUserPic> User Picture Successfully Stored. PicID= 54, UserID = 3
*22:57:42 s  1 piclib.php->StorePicture> Pic ID 55 Successfully Stored on server. (Elp=1220.40 ms.)
